,date,user_loc,message,full_name,country,country_code,geo_code
496,2020-01-14 17:34:59,REMOANSHIRE England UK,"@LoreleiLiBan @Harry_Boota @BorisJohnson he wouldn't necessarily relish being the last UK prime minister

 He will… https://t.co/HJbme1vIcS","Gillingham, England",United Kingdom,GB,[ 0.582454 51.371154]
497,2020-01-14 17:36:18,"Aberdeen,Scotland,EU",Confirmation that @BorisJohnson and @UKgovcomms know they will lose #indyref2 https://t.co/OqPrkc5hiy,"Bucksburn, Scotland",United Kingdom,GB,[-2.201773 57.188776]
498,2020-01-14 17:36:41,Inverclyde,"Chris McEleny: What Scotland must do if indyref2 is refused

Via @ScotNational 

https://t.co/C5ifD9ZR4M","Greenock, Scotland",United Kingdom,GB,[-4.755876 55.939201]
499,2020-01-14 17:38:03,Spain,"Impact of Brexit may decide the future of the Union after PM rejects indyref2 https://t.co/mXYt0gzOS3
The future of… https://t.co/Cn4ALkcvoy","Oxford, England",United Kingdom,GB,[-1.233433 51.754286]
500,2020-01-14 17:44:41,,"OK that is me off the fence. I have been a loyal supporter &amp; member of  @theSNP for 40+ years, but today's arroganc… https://t.co/KlNQ3oydkR","Exeter, England",United Kingdom,GB,[-3.514876 50.72094 ]
501,2020-01-14 17:47:15,"Petone, New Zealand","I hope Scottish riot 🙄
https://t.co/th4G96ViWd","Upper Hutt City, New Zealand",New Zealand,NZ,[175.132856 -41.087776]
502,2020-01-14 17:53:05,"Caergybi, Môn Mam Cymru ","The mind of a #British nationalist like @BorisJohnson must be a bizarre place 🙄

#Scotland is striding confidently… https://t.co/1uRxZRqyC3","Holyhead, Wales",United Kingdom,GB,[-4.639538 53.308088]
503,2020-01-14 18:12:40,,"Scottish independence will bring about years of governmental attacks on working peoples’ living standards, why woul… https://t.co/vK8wkkJ9X3","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
504,2020-01-14 18:12:59,Duxford,Couldn't care less about Scottish independence they can go if they want. i just find it weird how all the anti Brex… https://t.co/Q9ahByUn82,"Kneesworth, England",United Kingdom,GB,[-4.698700e-02  5.209112e+01]
505,2020-01-14 18:27:32,Scotland,Not hearing much from my English Remainy friends regarding Scotland being denied #indyref2! Disappointing consideri… https://t.co/HNckvLDflX,"Fort William, Scotland",United Kingdom,GB,[-5.116402 56.807712]
506,2020-01-14 18:28:27,Scotland,@indyscot64 @jamiegreeneUK Maybe Jamie can answer how the people of Scotland get a mandate for #indyref2 (which we… https://t.co/2Z7SZuCmz2,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
507,2020-01-14 18:29:45,"Dromara, Northern Ireland","In space of few months, 27% became 45%. 45% now hardened. Once in a generation versus ‘Vow &amp; ‘only way to guarantee… https://t.co/07dKdEHQvl","Lisburn, Northern Ireland",United Kingdom,GB,[-6.062354 54.516031]
508,2020-01-14 18:37:55,"Perth, Scotland",@GlennBBC @michaelgove @NicolaSturgeon Viva La Revolución.  It's about time we told Westminster that we the people… https://t.co/PToAFQslmB,"Perth, Scotland",United Kingdom,GB,[-3.444643 56.398168]
509,2020-01-14 18:38:40,Grüne Hölle Oberberg,Now it will be a long way to #indyref2 ... Scottish #independence: #Johnson rejects #Sturgeon's indyref2 demand https://t.co/ZkwqAzZgD4,"Wiehl, Deutschland",Germany,DE,[ 7.521332 50.962046]
510,2020-01-14 18:42:16,Here,.@NicolaSturgeon needs to get on with government in Scotland and stop her personal campaign to be important. #indyref2,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
511,2020-01-14 18:43:26,"Glasgow, Scotland",Should #Scotland have the right to have #indyref2 in light of #Brexit and #GE2020? If not why not?,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
512,2020-01-14 18:43:42,"Lesmahagow, Scotland",Following today's undemocratic announcement from No 10 the next phase of establishing Scottish independence has com… https://t.co/2Qb8OK2yuw,"Lesmahagow, Scotland",United Kingdom,GB,[-3.889755 55.634913]
513,2020-01-14 18:47:22,"Chadderton, Greater Manchester",Boris Johnson says that the last referendum on Scottish independence was a one-off that cannot be repeated in the s… https://t.co/xS6MrHiMBa,"Oldham, England",United Kingdom,GB,[-2.11687  53.542866]
514,2020-01-14 18:56:54,"Glasgow, Scotland",Westminster Cannot Block Scottish Independence: https://t.co/Pfv52aX3tF - via:@CraigMurrayOrg,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
515,2020-01-14 18:57:11,,"Denied a quick IndyRef2 by Boris, what options do the SNP have for pushing ahead? https://t.co/PvNhUXIDZi","London, England",United Kingdom,GB,[-0.148936 51.500092]
516,2020-01-14 19:00:52,,"The people of scotland have chosen luvvy, you lost, so stop lying,lying and lying. At least you and hubby will a bi… https://t.co/AQACXUG6b6","Longniddry, Scotland",United Kingdom,GB,[-2.906897 55.974032]
517,2020-01-14 19:07:56,"Hackney, London","Of course he has.....
BBC News - Scottish independence: Johnson rejects Sturgeon's indyref2 demand https://t.co/0nlkBcUgnZ","Hackney, London",United Kingdom,GB,[-0.060168 51.547645]
518,2020-01-14 19:17:01,"Glasgow, Scotland",@SquirrelJock Part of my reluctance re indyref2 is that it won’t settle anything.  Even if Yes loses they will campaign for another go,"East Midlands, England",United Kingdom,GB,[-0.838055 52.796791]
519,2020-01-14 19:20:44,Scotland,"Immovable object, please meet unstoppable force... #indyref2 https://t.co/bjhcBtXhqF","Cumbernauld, Scotland",United Kingdom,GB,[-4.008615 55.9423  ]
520,2020-01-14 19:22:59,"Thornliebank,Glasgow",@jurygroup @devilsndust71 Only reason for indyref2 is they didn’t like the result of indyref1,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
521,2020-01-14 19:40:17,Dundee,#IndyRef2 @BorisJohnson it’s not @NicolaSturgeon you need to send a letter to sweetheart - it’s all your #NoVoters… https://t.co/YhzHEA7PJq,"Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
522,2020-01-14 19:45:07,The Fourth Estate ,"#TrueTalk !

Awful sorry, #Scotland . 😢

#ScotRef #IndyRef2 https://t.co/HwAs2bBb7F","Amherst, NY",United States,US,[-78.764632  43.009117]
523,2020-01-14 19:49:26,Manchester,"@gisby_marc @mrclatimer1985 The case for another ref stronger than ever, The Tories know it too #IndyRef2
Doesn't m… https://t.co/AhubDVjXZn","Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
524,2020-01-14 19:58:23,,"@GlenConnor72 Just watched it, seriously @Channel4News  what was the coverage of indyref2 about? Only covered Gove,… https://t.co/gqRDyKOmqr","Ayr, Scotland",United Kingdom,GB,[-4.624917 55.466068]
525,2020-01-14 19:59:14,East Kilbride said YES,"@jessphillips you do realise why @UKLabour has just one MP in Scotland. Until Labour supports #indyref2,  I'll  never support Labour","East Kilbride, Scotland",United Kingdom,GB,[-4.18646  55.759463]
526,2020-01-14 20:01:18,South Africa/Scotland,@SimonPGrindrod Oh I do indeed. And they have been dreadfully treated by successive English governments. But take H… https://t.co/fd6WIZ2tM8,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
527,2020-01-14 20:08:37,North Yorkshire,@joannaccherry @theSNP In the 2019 GE most voters in Scotland voted for Unionist Parties rather than the SNP so it’… https://t.co/nRavYPvBuW,United Kingdom,United Kingdom,GB,[-3.446868 55.012153]
528,2020-01-14 20:21:29,Manchester,"@mrclatimer1985 @gisby_marc Of course it will fly, what part of major change since the last #IndyRef don't you get?… https://t.co/wlUjTXeiWD","Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
529,2020-01-14 20:23:04,Manchester,@mrclatimer1985 @gisby_marc BTW Chris you sound just like a Tory on this subject but most Tories in private know th… https://t.co/CvJTfsD6aG,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
530,2020-01-14 20:24:08,Manchester,@mrclatimer1985 @gisby_marc It'll be 2022 or 2023 the #IndyRef2 &amp; remember I said in 2018 there would be #GE2019 &amp;you scoffed at that 😂,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
531,2020-01-14 20:28:52,Caernarfon Wales,@holyheader @LassieLmr @scotpolitik @Douglas4Moray Independence referendum was before Brexit vote though. Their wil… https://t.co/6KGn2M4OnB,"Penygroes, Wales",United Kingdom,GB,[-4.281113 53.054383]
532,2020-01-14 20:34:08,Scotland,"Remember the only party that could stop #indyref2 was the Tories, but now they count the votes cast for Labour and… https://t.co/e18RYKnpBK","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
533,2020-01-14 20:38:27,Scotland+,@weehalfpintt @P4IndyGlasgow @SoldierWhy @KeithBrownSNP @FeargalDalton @YesLarkhall Yes both live-streamed and radi… https://t.co/MZMjmZP1iY,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
534,2020-01-14 20:40:02,"Glasgow, Scotland","Oh god, here we go, we’re about to have the legitimacy and sovereignty arguments all over again about #indyref2. Th… https://t.co/bCWfxjZNbW","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
535,2020-01-14 20:55:17,,"@AATG57 It's not ""ScotNats"" you should be worried about it's @BorisJohnson who has guaranteed Scottish independence… https://t.co/Vn2jftDGwj","Exeter, England",United Kingdom,GB,[-3.514876 50.72094 ]
536,2020-01-14 21:00:00,Cheshire,Scottish independence: Johnson rejects Sturgeon's indyref2 demand https://t.co/KQJP6jBMzQ,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
537,2020-01-14 21:07:59,Edinburgh ,"That’s 2/3rds of a whole country 🏴󠁧󠁢󠁳󠁣󠁴󠁿 you’re suggesting keep quiet. 

We’re marching on the Scottish Parliament… https://t.co/rMsbk3oOlz","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
538,2020-01-14 21:17:20,Orkney,"If Pete Wishart’s ridiculous hyperbole and blatant misinformation on @BBCScotNine is anything to go by, the SNP are… https://t.co/4YrnxYq4PU","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
539,2020-01-14 21:50:02,"Glasgow, Scotland",Tory Denial of Democracy Demands SNP Action – IndyRef2 Must Be Called: https://t.co/TmXYknsofK via @SputnikInt,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
540,2020-01-14 21:56:19,"Glasgow, Scotland","#BREAKING Well should They? 
#BorisJohnson &amp; #Brexit bring #AUOB &amp; #indyref2 supporter to ask 👇. Personally, it may… https://t.co/k6ux0texU0","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
541,2020-01-14 22:06:41,"Bathgate, Scotland, UK",@buckethead1985 @JamesMacEachern @edglasgow59 @Scotland__UK @73henny @ColinMair3 @mstewart_23 @Shieldonq @theSNP Un… https://t.co/fHh2VXELW3,"Seafield, Scotland",United Kingdom,GB,[-3.590534 55.877477]
542,2020-01-14 22:07:49,Wylam,"Obviously as Scotland voted in our referendum,  all of UK should vote in any Scottish independence vote. https://t.co/CEwmquizFO","East Midlands, England",United Kingdom,GB,[-0.838055 52.796791]
543,2020-01-14 22:26:37,,Boris you need to be careful of that sturgeon person..? She’s a dirty person the question I ask is why is she SO in… https://t.co/GAs5udBzgW,"Gamlingay, England",United Kingdom,GB,[-0.192591 52.154894]
544,2020-01-14 22:38:28,Scotland ,"@pmk1967 @rossamc @Ianblackford_MP I’m not an SNP politician, it’s not my position to comment. Those questions woul… https://t.co/Gp1IH9d1zB","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
545,2020-01-14 22:41:10,"Stirling, Scotland","We need to convince our fellow Scots, and beyond, of the merits of Scottish independence. That’s always been the ta… https://t.co/iqlwHWDrvU","Stirling, Scotland",United Kingdom,GB,[-3.933591 56.107648]
546,2020-01-14 22:44:39,"Glasgow, Scotland.",We need direct action. We can't wait on the Tories to let us have a referendum. I'm minded to take the protest to L… https://t.co/riCAB6KE8e,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
547,2020-01-14 22:52:09,Orkney,"Remarkable @ScotlandTonight interview by @STVColin with Mike Russell. Bluff, bluster and utter nonsense from Mr Rus… https://t.co/iZzKLtxHfa","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
548,2020-01-14 22:52:24,"Scotland, United Kingdom",Pamela Nash reeling out same rubbish about election.  Labour actively canvassed Yes voters.  It’s not simply 45% fo… https://t.co/glsUfRkIMK,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
549,2020-01-14 23:00:50,"Scotland, United Kingdom",@jessphillips using the 45% argument once again to say no mandate. Her own party canvassed Yes voters to say it was… https://t.co/Ds3B55RvRW,"Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
550,2020-01-14 23:08:29,,@IsobelWaller @jessphillips @theSNP I taught youngsters with Additional Support Needs for 25 years. Just one of the… https://t.co/zDyQj97CAg,"Exeter, England",United Kingdom,GB,[-3.514876 50.72094 ]
551,2020-01-14 23:16:19,"Scotland, United Kingdom","Don’t let anyone claim that 45% vote at GE means no mandate for #indyref2
Labour canvases Yessers that it was ok to… https://t.co/FoqQeeOtxd","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
552,2020-01-14 23:17:25,South East London,"I don't have a strong view about Scottish Independence, but it's hard to argue that #Scotland being dragged out of… https://t.co/MpLTq5u9xl","London, England",United Kingdom,GB,[-0.088161 51.489263]
553,2020-01-14 23:31:29,"Scotland, United Kingdom","With Labour promising an #indyref2 at the GE19, the mandate for it had 65% of the vote. @nickeardleybbc… https://t.co/8NX2Rr20lv","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
554,2020-01-14 23:40:38,"Barcelona, España","@adechapmanlaw I’d never have conceived that I’d be supportive of Scottish independence, complete Unionist through… https://t.co/hiManoqNUk","Mataró, Spain",Spain,ES,[ 2.451309 41.549849]
555,2020-01-14 23:43:54,,@AlexanderMcMil1 One of my best friends was a Rangers fan he died in 2019 for me &amp; obviously for his family he was… https://t.co/vHwjWqWQaO,"Exeter, England",United Kingdom,GB,[-3.514876 50.72094 ]
556,2020-01-14 23:45:48,,@derekjames150 A united Ireland  Scottish independence and a large increase in FDI in both,"Waterford, Ireland",Ireland,IE,[-7.556151 52.150999]
557,2020-01-14 23:48:13,Glasgow,I’m beginning to feel that this ‘voluntary’ union of the UK is now more of a hostage situation. If you don’t want i… https://t.co/zTYRvMwOVW,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
558,2020-01-14 23:49:11,Edinburgh UK,@BorisJohnson so you’re a dictator not a PM??? @NicolaSturgeon @STVNews @afneil @BBCNews #indyref2 ASAP,"Victoria, Australia",Australia,AU,[145.46918  -36.569808]
559,2020-01-14 23:53:35,"Hamilton, Scotland","@Hjalmar_063 @HistoryVikings Some's it up so far,gutted wis 2 a my favourite's,it's in oor DNA,just git the sword's… https://t.co/HSBqP7BlOS","Hamilton, Scotland",United Kingdom,GB,[-4.066228 55.778186]
560,2020-01-15 00:09:12,,So love this man for delivering Scottish Independence! https://t.co/coOoad1Eob,"Exeter, England",United Kingdom,GB,[-3.514876 50.72094 ]
561,2020-01-15 00:22:48,"Scotland, United Kingdom",@RevStu @cairnstoon can’t understand why This argument isn’t being put forward. There is an obvious response to opp… https://t.co/M95OasnpTM,"Ratho, Scotland",United Kingdom,GB,[-3.380501 55.922756]
562,2020-01-15 00:31:13,Winnipeg,"So Scotland should just declare independence. Have the recently elected mps sit in Edinburgh and ignore London. 

B… https://t.co/pUhyVv7jAM","Winnipeg, Manitoba",Canada,CA,[-97.152676  49.853806]
563,2020-01-15 00:45:07,Edinburgh,Widow cranky without the y ..an advert for Scottish Independence 👇🏻 https://t.co/iuY8ZEDdgS,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
564,2020-01-15 00:58:48,World,"Note. No use of #FirstMinister, and dismissive. Now what @theSNP, #AUOB and @NicolaSturgeon ? We have two issues. L… https://t.co/8YH7EWLMO5","Cinco Ranch, TX",United States,US,[-95.778711  29.721989]
565,2020-01-15 05:41:54,World,@BjCruickshank @mgoldenmsp They are increasing our numbers until it cracks! Hopefully peacefully! #Indyref2 might n… https://t.co/fv8Dok9fel,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
566,2020-01-15 06:37:21,World,"Decided to listen to #BBCScotlandshire this morning, a mistake! Scotland is denied democracy: independent radio, TV… https://t.co/BTcAnWvbCL","Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
567,2020-01-15 06:45:54,Dunstable,@BBCBreakfast just watching the latest report about #indyref2 and would love to know how Kirsty Blackman believes t… https://t.co/6Ww3nhqaI5,"Beeston, England",United Kingdom,GB,[-1.230158 52.924444]
568,2020-01-15 07:14:04,Scotland,"@BBCGaryR @Douglas4Moray Hopefully these points are put to Douglas.

1 - Material change in circumstance, repeated… https://t.co/hTfIjhHhho","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
569,2020-01-15 07:24:01,"Birmingham, Ayr or Edinburgh",Analysis: Boris rejects indyref2 ­– what happens now? https://t.co/XdomfR5N6u,"Birmingham, England",United Kingdom,GB,[-1.89064  52.493966]
570,2020-01-15 07:26:08,,"Scotland will choose hope over hate, democracy over demagoguery, independence over subservience.  #SaorAlba… https://t.co/gd3peqdYa9","Edinburg, TX",United States,US,[-98.152419  26.347526]
571,2020-01-15 07:42:08,Ayrshire,"#Brexit: Westminster to have power to overrule Scottish Parliament
Government to punish #Scotland in power grab!
De… https://t.co/FDzYuO4evr","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
572,2020-01-15 07:42:29,Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿,@jessphillips The people in this photograph were not voting Conservative before 2014. Can you guess (based on your… https://t.co/hdo8afDVvJ,"Burntisland, Scotland",United Kingdom,GB,[-3.23329 56.06222]
573,2020-01-15 08:07:28,Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿,@kathiebennett A cursory look at labour’s electoral results in Scotland since 2014 would have been a red flag for a… https://t.co/DUWGXU86fm,"Burntisland, Scotland",United Kingdom,GB,[-3.23329 56.06222]
574,2020-01-15 08:16:20,Scotland,"Credit to @BBCGaryR, two good interviews with @Feorlean and @Douglas4Moray regarding Scotland's democratic right to… https://t.co/t1km5lW3SK","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
575,2020-01-15 08:17:07,"Glasgow, Scotland",I signed this ages ago. If you haven’t signed it and you are in favour of an #indyref2  please read and sign. 👇👇👇 https://t.co/KBaxQ10WF2,"Valencia, Spain",Spain,ES,[-0.352529 39.422484]
576,2020-01-15 08:17:38,Orkney,Dreadful interview for SNP’s Mike Russell on #bbcgms as his rhetorical #indyref2 fiction is countered with hard facts.,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
577,2020-01-15 08:37:56,"Glasgow, Scotland",He can change his mind. Folk do as we know. So he - and Tory cronies - should recognise that a lot of those who vot… https://t.co/Wc3F7umCo8,"Valencia, Spain",Spain,ES,[-0.352529 39.422484]
578,2020-01-15 08:54:07,"Pimlico Village, London",An important view on the international legal perspective on Scottish independence. #ScottishIndependence #Scotland… https://t.co/qvwtJYzUyV,"London, England",United Kingdom,GB,[-0.148936 51.500092]
579,2020-01-15 09:12:16,"Scotland, United Kingdom",@murdo_fraser @blairmcdougall two peas in a pod. #bettertogether Labour and Tories as one. #indyref2 https://t.co/83TX4WiQLZ,"Ratho, Scotland",United Kingdom,GB,[-3.380501 55.922756]
580,2020-01-15 09:21:20,"Cleish, Kinross-shire",@akmaciver Had Brexit not happened. Would the SNP have dropped their calls for #indyref2? Unlikely.,"Camden Town, London",United Kingdom,GB,[-0.159403 51.542436]
581,2020-01-15 09:28:48,"Scotland, United Kingdom",@dhothersall With Labour telling the electorate that #indyref2 could happen in the lifetime of the Parliament and a… https://t.co/XVbbTk4yZt,"Ratho, Scotland",United Kingdom,GB,[-3.380501 55.922756]
582,2020-01-15 09:38:33,"Glasgow, Scotland",@GarvieLloyd @joannaccherry @NicolaSturgeon Youve not been misled. In 2014 your NO vote did mean you stayed in the… https://t.co/pltSlre1EZ,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
583,2020-01-15 09:44:48,"Livingston, Scotland",Referendums are ‘normal’. Other countries have them all the time. It’s called democracy. #indyref2 #DissolveTheUnion,"Livingston, Scotland",United Kingdom,GB,[-3.52439  55.898836]
584,2020-01-15 10:06:31,"Financial District, Manhattan",@HighlandPaddyHK @tintinip The Scottish independence movement is majority center left and mostly uninterested in Ho… https://t.co/AFp87YGQId,"Wan Chai District, Hong Kong",Hong Kong,HK,[114.185178  22.271674]
585,2020-01-15 10:16:54,Dublin/London,What country would willingly want to stay in an unequal Union dominated by one country with an opposing view of the… https://t.co/fHUDjBOoga,"South Dublin, Ireland",Ireland,IE,[-6.399521 53.273503]
586,2020-01-15 10:17:58,"Motherwell, Scotland","@mgoldenmsp So when you say ""the Union is on the ballot and the only way to stop indyref2 is to vote conservative""… https://t.co/jNDjd7tEB8","Motherwell, Scotland",United Kingdom,GB,[-3.984748 55.801346]
587,2020-01-15 10:32:44,"Edinburgh, Scotland","If you think an 80 seat right wing Tory majority is bad, imagine the size of the majority in the absence of Scottis… https://t.co/vg9V49twfG","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
588,2020-01-15 10:43:30,glenrothes,If #Scotland’s union with #England was a marriage Divorce would already be in process with charges of mental abuse… https://t.co/OqsfN8i0rB,"Kirkcaldy, Scotland",United Kingdom,GB,[-3.166795 56.117733]
589,2020-01-15 10:45:15,,Could Scottish public handle #indyref2??,"Milton Keynes, England",United Kingdom,GB,[-0.764064 52.033567]
590,2020-01-15 10:47:41,Glasgow/Inverness,"And Nicola Sturgeon also told me a second referendum on Scottish independence could still happen in 2020, but it mu… https://t.co/Wu4VhqNskI","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
591,2020-01-15 10:55:35,HAWICK,"She's leader of the Scottish National Party. Working for greater Scottish independence IS her day job!

#Scotland… https://t.co/dFD8OMg2uV","Hawick, Scotland",United Kingdom,GB,[-2.772015 55.428405]
592,2020-01-15 11:25:19,"Glasgow, Scotland","On the People vs the United Kingdom Government on #Scotref, as of this morning, legal advice has been revised. I am… https://t.co/Gp2yoQIdar","Methil, Scotland",United Kingdom,GB,[-3.024361 56.18023 ]
593,2020-01-15 11:31:04,"London, England","Boris Johnson formally rejects Nicola Sturgeon’s demand for a second referendum on Scottish independence

It won st… https://t.co/kM546GPFwu","Hillingdon, London",United Kingdom,GB,[-0.442361 51.537061]
594,2020-01-15 11:34:34,"Bo'ness, Scotland",My ill-thoughtout nonsense on Scottish Independence: most Scots over 50 associate Westminster with Government; most… https://t.co/Om53LEkuuQ,"Bo'ness, Scotland",United Kingdom,GB,[-3.602257 56.010086]
595,2020-01-15 11:57:46,"Swindon, England","I find it abhorrent that the General Election was ""a mandate to get Brexit done"" and despite Scots voting a SNP maj… https://t.co/bgcSyvryDq","Swindon, England",United Kingdom,GB,[-1.78569  51.573008]
596,2020-01-15 11:59:59,,@chlo08teddy @ScotGovFM @NicolaSturgeon @StarRefrig @scotent No that’s wrong! Nicola said to lend SNP their vote to… https://t.co/P14ccgaHVP,"London, England",United Kingdom,GB,[-0.148936 51.500092]
597,2020-01-15 12:05:32,,@chlo08teddy @ScotGovFM @NicolaSturgeon @StarRefrig @scotent There will be NO indyref2! But you can keep kidding yourself! Have a good day,"London, England",United Kingdom,GB,[-0.148936 51.500092]
598,2020-01-15 12:13:32,"London, UK","#PMQs Blackford/Johnson Q1:

Blackford: PM is a democracy denier. His position re refusing a Scottish IndyRef is sh… https://t.co/VQHuTZx5JJ","Paddington, London",United Kingdom,GB,[-0.173115 51.524835]
599,2020-01-15 12:13:37,Edinburgh,The PM is strengthening the case for Scottish independence. #PMQs,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
600,2020-01-15 12:26:15,glenrothes,@psflaps @NicolaSturgeon @BorisJohnson Now I don’t get your reasoning. They got trump as president that shows the s… https://t.co/SlsZxLLQx0,"Glenrothes, Scotland",United Kingdom,GB,[-3.176004 56.196734]
601,2020-01-15 12:47:52,Europe,"@MadBadRemainer @NurseMaria46 I'm fairly sure if Remainer had voted for remain candidates, rather than buying-in to… https://t.co/36hYqgFg4Y","Manises, Spain",Spain,ES,[-0.487958 39.50382 ]
602,2020-01-15 13:06:19,,@daTARTANSPARTAN She said there will be Indyref2 this year so if that doesn’t happen then there is an issue!,"Carluke, Scotland",United Kingdom,GB,[-3.83354  55.732019]
603,2020-01-15 13:17:49,UK,@STVNews Pathetic attempt at spin. Most people seem to be glad @BorisJohnson will put to an end the prospect of Ind… https://t.co/F3Lvg5P1s5,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
604,2020-01-15 13:34:21,"Glasgow, Scotland.",Westminster Cannot Block Scottish Independence: https://t.co/pjzrTgJm0w - via:@CraigMurrayOrg,"Thornliebank, Scotland",United Kingdom,GB,[-4.291422 55.794269]
605,2020-01-15 13:57:25,"glasgow , scotland","@Ianblackford_MP please keep doing what your doing in the HOC , pile the pressure on that democracy denier Johnson… https://t.co/EtDAfeOK9F","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
606,2020-01-15 14:06:41,"Glasgow, Scotland","https://t.co/BEHekI5gar
0-years-for-indyref2-says-tory-mp-1-5075102

The battle over the timing of a second referen… https://t.co/jiNkJAZPcw","Methil, Scotland",United Kingdom,GB,[-3.024361 56.18023 ]
607,2020-01-15 14:16:03,,@linda8h Talk about disrespect to the Scottish people. What right have you #Michaelgove to imprison Scotland in the… https://t.co/xOEBqc4Dmg,"Bad Hofgastein, Austria",Austria,AT,[13.093343 47.159772]
608,2020-01-15 14:16:42,,@Son_of_Scots @NicolaSturgeon No you didn’t! I think only a knob jockey would post shite like you did! How’s that i… https://t.co/JADZd80nTp,"Hillingdon, London",United Kingdom,GB,[-0.442361 51.537061]
609,2020-01-15 14:22:08,"Falkirk, Scotland",Kinda makes @BorisJohnson indyref2 refusal letter to @NicolaSturgeon sound even more crass &amp; hollow huh? 🤔… https://t.co/phaM154awg,"Falkirk, Scotland",United Kingdom,GB,[-3.802786 56.011915]
610,2020-01-15 14:50:53,United Kingdom,@margaret120000 @BBCsarahsmith It is not ‘against anyone’s will’. The 2016 referendum was a national referendum for… https://t.co/YS4gqUtqFD,United Kingdom,United Kingdom,GB,[-3.446868 55.012153]
611,2020-01-15 14:52:20,"Paisley, Scotland",@CraigWilson1993 Fuck brexit and big Ben bang a brick at boris lol #indyref2,"Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
612,2020-01-15 14:55:03,"Glasgow, Scotland","Read this comment, and sign the petition. Westminister isn't listening to Scotland has no say in its business as it… https://t.co/beuyzSkdPY","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
613,2020-01-15 15:01:02,,BBC restricts the items we're allowed to comment on. Those it does are an invitation for Unionists to spill their b… https://t.co/Y9GyDCEXIa,"Kirkintilloch, Scotland",United Kingdom,GB,[-4.145042 55.931524]
614,2020-01-15 15:01:31,Glasgow,Westminster Cannot Block Scottish Independence: https://t.co/s7UjVIULpf - via:@CraigMurrayOrg,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
615,2020-01-15 15:05:59,"London, UK",I’ve got what I admit is prob A Very Stupid Question about SNP going for a 2nd Scottish independence referendum and… https://t.co/OX7c8cr39M,"Camden Town, London",United Kingdom,GB,[-0.159403 51.542436]
616,2020-01-15 15:09:43,"西安中国 Xi'an, China 🇨🇳",@KanthanPillay @CliffCentralCom @PhumiMashigo1 @SaidBySiya @GarethCliff looks like Russia is going to be the big st… https://t.co/YATb54DChs,"Shaanxi, People's Republic of China",People's Republic of China,CN,[108.472206  35.642494]
