,date,user_loc,message,full_name,country,country_code,geo_code
375,2020-01-13 21:11:08,Ayrshire,"Did the other 27 member states of the EU get a say about the UK leaving?
Did the resident EU citizens in the UK get… https://t.co/lcWOi5jWn2","Irvine, Scotland",United Kingdom,GB,[-4.651068 55.615115]
376,2020-01-13 21:16:25,World,@RobDunsmore They have had a say over Scotland for 300 years! Enough! It’s our time to decide what’s good for our country #indyref2,"Ålesund, Norway",Norway,NO,[ 6.311952 62.464714]
377,2020-01-13 21:34:31,"ÜT: 56.4643214,-2.9662589","Our SCOTLAND is alive it’s awake it’s ready IT IS READY to take on WM and this BASTARD BOJO 
#indyref2020 
#indyref2
#FREEEEEEEEEEEDOM","Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
378,2020-01-13 21:37:36,,This guy is a gift to Indyref2! https://t.co/nu4R2J6s69,"Boat of Garten, Scotland",United Kingdom,GB,[-3.75744  57.246804]
379,2020-01-13 21:38:53,"Tooting, London","Solidarity with Scottish people means allowing them the right to self-determination 

You can make your case for th… https://t.co/HiCdvr9c48","Merton, London",United Kingdom,GB,[-0.189289 51.410876]
380,2020-01-13 21:44:22,,"Very worrying, dirty tricks starting already #indyref2 #scottishpeoplearesovereign @theSNP @NicolaSturgeon… https://t.co/UJnoer6VQV","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
381,2020-01-13 22:01:14,Ayrshire,"So much for democracy
If nothing else it makes the case for #Independence even stronger
It won't stop the tide, it… https://t.co/VhKEEckTe5","Irvine, Scotland",United Kingdom,GB,[-4.651068 55.615115]
382,2020-01-13 22:18:18,"Crossmahill, Glasgow",Tory Denial of Democracy Demands SNP Action – IndyRef2 Must Be Called: https://t.co/wEMJNNkqW8 via @SputnikInt,"Mojácar, Spain",Spain,ES,[-1.869518 37.115133]
383,2020-01-13 22:23:06,The Fourth Estate ,"You’ll get there, no worries!

🏴󠁧󠁢󠁳󠁣󠁴󠁿💙🤍

#FreedomBiscuits #IndyRef2 https://t.co/f3pdH8BokB","Amherst, NY",United States,US,[-78.764632  43.009117]
384,2020-01-13 22:31:14,The Fourth Estate ,"@PeterG_69 @CanaryGirlCo I know you’ll be able to enjoy one of those in no time, no worries.

#EndOfEmpire #ScotRef #IndyRef2","Amherst, NY",United States,US,[-78.764632  43.009117]
385,2020-01-13 23:18:05,"Glasgow, Scotland",#BreakingNews @LBC has a question. But I have a better one. #AUOB/#indyref2 supporters would you all vote to remove… https://t.co/7EZgAwOUj4,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
386,2020-01-13 23:49:13,London,Isn’t it funny how a @Conservatives government that organised a referendum about leaving a union is now blocking a… https://t.co/PACMEJTc4J,"Croydon, London",United Kingdom,GB,[-0.092633 51.358931]
387,2020-01-14 00:04:56,Manchester,Really? The 2nd Brexit ref would have been on a specific leave deal unlike the broad range of leave votes in 1st. T… https://t.co/gudzGqOKe6,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
388,2020-01-14 00:44:33,,Unionist supporters shouting racist abuse at English and Scottish people marching for Scottish independence in Glas… https://t.co/lQQ3svwr8j,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
389,2020-01-14 01:14:40,"Glasgow, Scotland","Read this comment, and sign the petition. Westminister isn't listening to Scotland has no say in its business as it… https://t.co/RhwGIG3CnP","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
390,2020-01-14 02:13:34,,"@AnnieWellsMSP Well you can mean it again in the Indyref2 ?
What's your problem ?","Sunderland, England",United Kingdom,GB,[-1.385366 54.899242]
391,2020-01-14 02:23:18,,"@JamesAithie If th UK voted it would be an avalanche for Scottish independence !
The Tories decades of anti-scottis… https://t.co/2aUDtWJmSP","Sunderland, England",United Kingdom,GB,[-1.385366 54.899242]
392,2020-01-14 02:31:27,,"@AnnieWellsMSP Well you can mean it harder in Indyref2 ?
What's your problem ?","Sunderland, England",United Kingdom,GB,[-1.385366 54.899242]
393,2020-01-14 03:03:16,Glasgow,"@52_humbug WOW 😮 
There’s nearly enough people there to call it a Scottish independence march.","West Kilbride, Scotland",United Kingdom,GB,[-4.858497 55.689195]
394,2020-01-14 03:50:14,,@dbeau83 It is s deeply cynical piece of legislation. An effort to lock in Brexit and stymie Scottish independence.… https://t.co/LN9UGMosWE,"Orion, MI",United States,US,[-83.265634  42.753908]
395,2020-01-14 06:12:34,Scotland ,"I like this statement 👏

""No ifs or buts or maybes after 2021. The IndyRef2 referendum has to be called on 1st Febr… https://t.co/OVoURbeWYt","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
396,2020-01-14 07:08:25,"Seacombe, Wallasey, Wirral",@BBCFrediani @BBCBreakfast @BorisJohnson @mrdanwalker @10DowningStreet ...why he won't allow Scottish independence… https://t.co/WzVTY8e4Yf,"Wallasey, England",United Kingdom,GB,[-3.046674 53.423568]
397,2020-01-14 08:53:34,"Scotland, United Kingdom",“A Bob is better spent in Westminster than Strathclyde..”   #indyref2 https://t.co/v8t2vqR2TG,"Ratho, Scotland",United Kingdom,GB,[-3.380501 55.922756]
398,2020-01-14 08:54:00,"Glasgow, Scotland",They’re cropping up all over. I must say I do like the green #IndyRef2 https://t.co/iQpNDFXFZS,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
399,2020-01-14 08:56:31,"Scotland, United Kingdom",@BenJolly9 Is she going for that tried and tested electoral strategy of Jo Swinson? #carcrashJess #indyref2,"Ratho, Scotland",United Kingdom,GB,[-3.380501 55.922756]
400,2020-01-14 09:16:07,"Dundee, Scotland","Yeah, so this isn’t about blocking another Scottish Independence  referendum from ever happening again...

Time for… https://t.co/RXf2RmulCR","Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
401,2020-01-14 09:29:40,Scotland+,@Dr_Bass @JP03276001 @alan_mcc2 @ScotNational @flygirlie30 It’s a long read... https://t.co/DQ4QLE0gGp,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
402,2020-01-14 09:48:18,"Hamble, Southampton ",This one banner explains exactly what is going on in Scotland. What is the Irish Flag to do with Scottish Independe… https://t.co/e3WLfioSAP,"Bursledon, England",United Kingdom,GB,[-1.315112 50.886854]
403,2020-01-14 10:14:43,"Scotland, United Kingdom","Scotland just makes it hard to defend its self sometimes. I mean, look at this garbage. #Scotland #indyref2 https://t.co/Sx3z8cNyzI",Dumbarton Castle,United Kingdom,GB,[-4.561661 55.936038]
404,2020-01-14 11:11:05,"Glasgow, Scotland",BREAKING: Boris Johnson refuses powers for second Scottish independence referendum saying 2014’s vote was promised… https://t.co/6ZMtA3Z1PF,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
405,2020-01-14 11:19:10,"Stone, England",@RobBurl @Jo_Coburn @GloriaDePiero @Lee4NED @KateAndrs @Ianblackford_MP That’s why you’ve got Bunter on to coincide… https://t.co/7s3DKOvX5u,"Stone, England",United Kingdom,GB,[-2.143485 52.901505]
406,2020-01-14 11:21:05,"Aberdeen, Scotland","Mam’s away for brain surgery, my cat’s gone missing and now they’ve rejected indyref2. Surely today can’t get any shitter??","Aberdeen, Scotland",United Kingdom,GB,[-2.12704  57.160556]
407,2020-01-14 11:22:54,"Manchester, England","Correct decision for me, and strong #leadership already being shown by @BorisJohnson.

#indyref was a once in a gen… https://t.co/qLIps7SOtI","Salford, England",United Kingdom,GB,[-2.349566 53.475303]
408,2020-01-14 11:23:12,The World/Central Scotland.,"GAME FUCKING ON!!
BBC News - Scottish independence: UK government rejects Sturgeon's indyref2 demand https://t.co/1fvvwmSPXl","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
409,2020-01-14 11:23:40,Dumfriesshire 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"@sneddon04 And have an independence referendum, that was in her mandate 🤔 and guess what, we voted SNP and the tori… https://t.co/SZpEAcARVW","Howes, Scotland",United Kingdom,GB,[-3.271333 54.990582]
410,2020-01-14 11:25:08,"Edinburgh, Scotland",What a surprise... #indyref2 https://t.co/qvYI9QX5Ye,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
411,2020-01-14 11:30:02,,"First Minister Nicola Sturgeon previously pledged that the 2014 referendum would be a ""once in a generation"" vote.… https://t.co/MsPW9MOpPN","West Bromwich, England",United Kingdom,GB,[-2.009333 52.514873]
412,2020-01-14 11:30:31,🇪🇺🇪🇺European Union🇪🇺🇪🇺,".@BorisJohnson rejects request for second #ScottishIndependence  referendum
#shameful shackling #scotland to sinkin… https://t.co/0P4xvhRREg","England, United Kingdom",United Kingdom,GB,[-2.298134 52.84709 ]
413,2020-01-14 11:30:58,Swindon,"Good on you Boris, let's start respecting referendum results instead of keep going until you get the answer some po… https://t.co/kaJ6U7dcQf","Coleshill, England",United Kingdom,GB,[-1.660172 51.641793]
414,2020-01-14 11:34:17,"Edinburgh, Scotland","Breaking PM @BorisJohnson rejects request for second Scottish independence referendum from FM @NicolaSturgeon
Are t… https://t.co/o2CSwodShv","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
415,2020-01-14 11:38:29,"Inverness, Scotland","Johnson rejects request for Scottish independence referendum

https://t.co/rUAaadRjIz

Sent via @updayUK","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
416,2020-01-14 11:38:36,"Washington, DC + Detroit, MI ","When it comes to Westminster and democracy:

#Brexit is good.
#Indyref2 is bad. https://t.co/JJUeQd9cJt","Alexandria, VA",United States,US,[-77.09087  38.81738]
417,2020-01-14 11:39:37,"Glasgow, Scotland",Patience is key Scots #indyref2,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
418,2020-01-14 11:40:42,"Seacombe, Wallasey, Wirral",@JosephLeftwich2 @NicolaSturgeon Westminster &amp; especially the Tories are two faced dictatorial empirialists! The sa… https://t.co/gKNUgiJCQs,"Seaforth, England",United Kingdom,GB,[-3.004456 53.46985 ]
419,2020-01-14 11:41:50,Abertawe ,He's playing into the nationalists hands; making the union look like a hostage situation. No English person gets a… https://t.co/knLD52d61S,"Gorseinon, Wales",United Kingdom,GB,[-4.048755 51.668666]
420,2020-01-14 11:43:06,"Edinburgh, Scotland",Nothing about us without us #indyref2 .,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
421,2020-01-14 11:43:49,Lincoln/Dublin,"Johnson rejects request for Scottish independence referendum

https://t.co/Jc9kVYAI9r

This will annoy the shit out… https://t.co/yDF56A62o0","Dublin City, Ireland",Ireland,IE,[-6.247621 53.354902]
422,2020-01-14 11:47:52,United Kingdom,"Dear @NicolaSturgeon &amp; @Ianblackford_MP the answer is no! 

You can either moan and groan for another 5 years OR we… https://t.co/y4UMk0UV50","South East, England",United Kingdom,GB,[-0.252754 51.385446]
423,2020-01-14 11:47:59,Nottingham UK,@GrayInGlasgow @NicolaSturgeon What about the line that reminds you of the last Scottish independence vote where Sc… https://t.co/GtARCOKiCP,"Stevenage, East",United Kingdom,GB,[-0.190952 51.902302]
424,2020-01-14 11:50:31,Dumfriesshire 🏴󠁧󠁢󠁳󠁣󠁴󠁿,@sneddon04 I do! I remember the tories reminding us as well that a vote for the SNP is a vote for another referendu… https://t.co/QDaLy4qht1,"Howes, Scotland",United Kingdom,GB,[-3.271333 54.990582]
425,2020-01-14 11:50:41,"Seacombe, Wallasey, Wirral","It's obvious what the Tories aren't interested in; social care policy - homelessness, social housing, drug  abuse t… https://t.co/hM3hKroO9l","Liverpool, England",United Kingdom,GB,[-2.915427 53.419878]
426,2020-01-14 12:02:16,Scotland,"Johnson rejects request for Scottish independence referendum

https://t.co/FR5GL9sUDT

There was an opinion  that i… https://t.co/IweeA30mTk","Kilmarnock, Scotland",United Kingdom,GB,[-4.49678  55.611852]
427,2020-01-14 12:02:48,"Dysart, nr Kirkcaldy",@BorisJohnson Boris from a passionate Scot living and working in Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 thank you 🙏. Hopefully now… https://t.co/29QaZyLkHg,"Dysart, Scotland",United Kingdom,GB,[-3.120188 56.127886]
428,2020-01-14 12:28:06,,"@ProfTomkins "" a political generation "" ?
Defined in the Northern Ireland Act 1998 as seven years !
So Indyref2 in 2021 then !","Sunderland, England",United Kingdom,GB,[-1.385366 54.899242]
429,2020-01-14 12:28:25,Aberdeen,Reaction from FM @NicolaSturgeon to PM’s rejection of her #indyref2 call https://t.co/nGrhSljQh8,"Cults, Scotland",United Kingdom,GB,[-2.179543 57.118623]
430,2020-01-14 12:29:20,Norwich England!!,@NicolaSturgeon U show utter contempt to the millions who voted against Scottish independence last time round. U do… https://t.co/2MFfj0A7eu,"Norwich, England",United Kingdom,GB,[ 1.273082 52.641483]
431,2020-01-14 12:36:35,,Now that Jess Phillips is speaking in Glasgow about denying #indyref2 perhaps a journalist could ask her about this… https://t.co/Pxv665k9ZR,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
432,2020-01-14 12:40:54,"ÜT: 56.4643214,-2.9662589","So #indyref2 refused by the BASTARD in WM ..hey FUD were SCOTS try an fuckin STOP US mon up try
@BorisJohnson","Dundee, Scotland",United Kingdom,GB,[-2.955045 56.476952]
433,2020-01-14 12:42:00,,Scottish independence has been inevitable IMO since Scottish devolution occurred in 1999. The mistake was not to es… https://t.co/BbymWxrORv,"Faversham, England",United Kingdom,GB,[ 0.889186 51.312931]
434,2020-01-14 12:44:47,"Berlin, Germany","@andrewcb Hard to see how that would work. Frankly, an independent Scotland would be a more attractive investment (… https://t.co/8KQz0jc0LJ","Leeds, England",United Kingdom,GB,[-1.56549  53.801956]
435,2020-01-14 12:44:48,Orkney,This is great news for anyone who wants Scotland to focus on the issues that matter and not #indyref2 and endless c… https://t.co/AuDtOHhxqM,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
436,2020-01-14 12:45:55,"South Tipperary, Ireland","This will backfire. If history teaches us anything, it's that keeping people in a state they don't want to be in on… https://t.co/e4HwAjL7MU","North Tipperary, Ireland",Ireland,IE,[-8.054346 52.874492]
437,2020-01-14 12:46:08,"Independent, in Scotland. ","@murdo_fraser @NicolaSturgeon Again, it ain't the #SNP you #ToryScum need to worry about.

The… https://t.co/3ZQlg91CZs","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
438,2020-01-14 12:48:39,"London, England",Boris Johnson REJECTS Nicola Sturgeon's demand for a fresh Scottish independence referendum saying she should 'resp… https://t.co/0k6ALgjRrw,"East Ham, London",United Kingdom,GB,[4.4914000e-02 5.1516048e+01]
439,2020-01-14 12:53:19,"Glasgow, Scotland.","@AnnieWellsMSP Wait a minute though. You and @Jackson_Carlaw stood on a ""say no to indyref2"" platform in December a… https://t.co/Bd3rSCXKsK","Thornliebank, Scotland",United Kingdom,GB,[-4.291422 55.794269]
440,2020-01-14 12:57:08,Glasgow,"Imperial masters are on their way to tell us what to do and how to think.
I expected better from @jessphillips 
Sad… https://t.co/ggPzW4bs1k","Falkirk, Scotland",United Kingdom,GB,[-3.802786 56.011915]
441,2020-01-14 12:57:37,,@BBCPolitics @BBCScotlandNews It's not a fight n it's not Boris Johnstone who is saying no to indyref2. If the peop… https://t.co/xf7EbaV3uR,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
442,2020-01-14 13:01:09,Scotland,So clearly Scotland can return 80% of MPs to Westminster that support #indyref2 and that means nothing. Democracy i… https://t.co/fDfoikDXsE,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
443,2020-01-14 13:02:43,"Glasgow, Scotland",#indyref2 Plan B twitter when it sees Boris’ letter rejecting a section 30 order: https://t.co/sFWhISRF6C,"Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
444,2020-01-14 13:11:04,London,It will be a total different set of circumstances by then...uk will be out of the eu so scotland will face choice o… https://t.co/YhNdsKALil,"Amman, Hashemite Kingdom of Jordan",Hashemite Kingdom of Jordan,JO,[36.464874 31.6727  ]
445,2020-01-14 13:15:22,"Luncarty, Scotland","Game on now to plan B.
Scottish independence: Johnson rejects Sturgeon's indyref2 demand https://t.co/n2bym98JqG","Kirkcaldy, Scotland",United Kingdom,GB,[-3.166795 56.117733]
446,2020-01-14 13:27:34,"Syracuse, NY",Scotland being forced to Brexit when 62% voted remain changed everything.  The Scots certainly have a right to… https://t.co/ZexgGRNLf9,"Syracuse, NY",United States,US,[-76.12881   43.052607]
447,2020-01-14 13:27:43,"Hull, England","BBC News - Scottish independence: Johnson rejects Sturgeon's indyref2 demand. I personally would let her have it..
https://t.co/yfTInz1T9V","Hull, England",United Kingdom,GB,[-0.333943 53.765817]
448,2020-01-14 13:28:57,"Wisbech, England","@ranvir01 @BorisJohnson @NicolaSturgeon @ITVTonight I'm English &amp; don't want to see UK broken up, however I do feel… https://t.co/fa7V6jzs2i","Wisbech, England",United Kingdom,GB,[ 0.156227 52.657799]
449,2020-01-14 13:33:25,Cardiff,"Surely if you morally believe in countries freeing themselves from a union that holds them back, then it’s also log… https://t.co/ahE94zw0G9","Cardiff, Wales",United Kingdom,GB,[-3.1798   51.497002]
450,2020-01-14 13:38:37,"Livingston, Scotland",#borisjohnsonisamelt has replied to Nicola Sturgeon’s request for the power to hold a second Scottish independence… https://t.co/ljo7r4R9dW,"Livingston, Scotland",United Kingdom,GB,[-3.52439  55.898836]
451,2020-01-14 13:38:53,glasgow,"@BorisJohnson running scared,u know Scotland wants independence.🏴󠁧󠁢󠁳󠁣󠁴󠁿#indyref2 #dissolvetheunion #SNP #AUOB https://t.co/SyW42lXssI","Birkenshaw, Scotland",United Kingdom,GB,[-4.0624   55.827547]
452,2020-01-14 13:43:34,Scotland,"Opens Twitter
Sees Boris Johnson's S30 reply
Closes Twitter.

No point screaming into the void. #indyref2","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
453,2020-01-14 13:48:21,"Horley, Surrey, UK","I couldn't agree more. Scotland is a much stronger country as part of the UK.
I get the desire for Scottish Indepen… https://t.co/kX6rDGHqCf","Sutton, London",United Kingdom,GB,[-0.181588 51.361897]
454,2020-01-14 13:59:39,"Edinburgh, Scotland","""indyref2"" sounds just like the name of an R package, and I'm into it (in every sense).","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
455,2020-01-14 14:05:52,Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿,@BorisJohnson So basically we can vote for the #snp on manifestos of #indyref2 - as we have done as recently as Dec… https://t.co/qqNLE9OB24,"Kirkcaldy, Scotland",United Kingdom,GB,[-3.166795 56.117733]
456,2020-01-14 14:30:58,nottingham,"BBC News - Scottish independence: What might happen next?
https://t.co/wmYZQRYdWK let them go they are now using br… https://t.co/UDeZYgaTY2","Beeston, England",United Kingdom,GB,[-1.230158 52.924444]
457,2020-01-14 14:39:28,London,No #Indyref2 then 👍 https://t.co/gVtl9DYgoM,"London, England",United Kingdom,GB,[-0.148936 51.500092]
458,2020-01-14 14:49:53,"London, England",Well done Boris! #indyref2 https://t.co/KRKDuFphMh,"London, England",United Kingdom,GB,[-0.148936 51.500092]
459,2020-01-14 14:53:55,My home,Scottish independence: Johnson rejects Sturgeon's indyref2 demand https://t.co/0WCfGk7VhC,"Salies-de-Béarn, France",France,FR,[-0.915791 43.468102]
460,2020-01-14 14:54:12,Edinburgh & Aberdeen,"Much though I loathe Boris Johnston, it’s deeply tedious of the SNP to claim that following the constitutional rule… https://t.co/fd6NGtjKDQ","Portlethen, Scotland",United Kingdom,GB,[-2.135585 57.063825]
461,2020-01-14 14:55:54,"Glasgow, Scotland",Interesting statement from Scottish Labour leader Richard Leonard following Prime Minister’s rejection of indyref2… https://t.co/6nWPjJuVQp,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
462,2020-01-14 14:56:06,"Glasgow, Scotland.","@ProfTomkins Remind us what happened to your ""vote against indyref2"" platform in December?","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
463,2020-01-14 14:58:53,Edinburgh & Aberdeen,@hnjsamuels Onlibe nationalists tried to get folk to use “#scotref” rather than “#indyref2” as they didn’t want fol… https://t.co/5UFiGUJSdz,"Portlethen, Scotland",United Kingdom,GB,[-2.135585 57.063825]
464,2020-01-14 14:59:20,"Edinburgh, Scotland","@BorisJohnson 500k to ring bell in London, what about all the other cities that would love £500k spent on them. Am… https://t.co/lGVm4GptKI","Scotland, United Kingdom",United Kingdom,GB,[-4.200441 57.739454]
465,2020-01-14 15:00:24,South Bristol. UK,"BBC News - Scottish independence: Johnson rejects Sturgeon's indyref2 demand
https://t.co/mZ40kdhZKJ","Bristol, England",United Kingdom,GB,[-2.58539  51.457877]
466,2020-01-14 15:03:24,Brigadoon - aka Govanhill,"BoJo has told The Turdgeon he will NOT agree to ... uuurrggghhhhh ... 
'Indyref2 ... uuurrggghhhhh.
So, another gri… https://t.co/FH9Yd1ZhNP","Livingston, Scotland",United Kingdom,GB,[-3.52439  55.898836]
467,2020-01-14 15:04:47,"South Tipperary, Ireland",@BrigidLaffan @Madz_Grant They're so unhinged. *Any* international co-operation not controlled by little Englanders… https://t.co/b4Lzbi9Cqa,"North Tipperary, Ireland",Ireland,IE,[-8.054346 52.874492]
468,2020-01-14 15:09:14,The Kingdom of Sussex,"According to some moron who just barked some idiocy at me, the Manics are all about Scottish independence. Who knew?","Cologne, Germany",Germany,DE,[ 6.96747  50.957617]
469,2020-01-14 15:12:24,Sir Benfro/Pembrokeshire,Tory majority denies democracy and seeks to take Scotland out of the EU after Scotland voted convincingly to remain… https://t.co/Q8MM3sv9cI,"Wales, United Kingdom",United Kingdom,GB,[-4.001617 52.404436]
470,2020-01-14 15:20:18,"La Croisille-sur-Briance, FR",I agreed with the principle that the 2014 Scottish independence referendum should have been 'once in a generation'.… https://t.co/hnhqEFCfEh,"Morpeth, England",United Kingdom,GB,[-1.692142 55.168551]
471,2020-01-14 15:30:48,,#aljazeera A second Scottish... https://t.co/lXRKAJMKeC,"Warsaw, Poland",Poland,PL,[21.06179  52.232835]
472,2020-01-14 15:37:24,,"Not sure why everyone is so surprised indyref2 was rejected, he told us we’d never get it","Thornliebank, Scotland",United Kingdom,GB,[-4.291422 55.794269]
473,2020-01-14 15:41:01,"Glasgow, Scotland","Westminster rejected our demand for indyref2 today.

So when does our uprising begin? I need to sharpen my longsword.","Condorrat, Scotland",United Kingdom,GB,[-4.033882 55.932673]
474,2020-01-14 15:44:10,REMOANSHIRE England UK,"@YouEngage @BorisJohnson Johnson""s deal puts a  border between Northern Ireland and the rest of the UK but no borde… https://t.co/2imbCjMsEL","Maidstone, South East",United Kingdom,GB,[ 0.52773  51.263579]
475,2020-01-14 15:48:13,"Upper Basildon, England",@AppyAmmer69 @seumasabheinn @moximoll Scold the 🏴󠁧󠁢󠁥󠁮󠁧󠁿 for being xenophobic racists &amp; voting for #brexit... but I… https://t.co/jQPicECn3i,"South East, England",United Kingdom,GB,[-0.252754 51.385446]
476,2020-01-14 15:48:37,Tranent~East Lothian~Scotland,@HFT3102000 @freckles681 @BorisJohnson NS isn’t the be all and end all of Scottish independence &amp; neither is the SN… https://t.co/uD8jypXVtX,"Tranent, Scotland",United Kingdom,GB,[-2.953581 55.942456]
477,2020-01-14 15:52:07,"Beverley, England, Great Britain.",Is Westminster likely to approve another independence referendum? https://t.co/uDTkT9486G via @instituteforgov,"Manchester, England",United Kingdom,GB,[-2.23348  53.456953]
478,2020-01-14 16:11:42,"Liverpool, England",Boris Johnson rejects Nicola Sturgeon's call for a new Scottish independence referendum  https://t.co/zNrJhmHwee,"Liverpool, England",United Kingdom,GB,[-2.915427 53.419878]
479,2020-01-14 16:19:22,"Airdrie, Scotland","Thank god 👏🏻👏🏻 Nicola needs to pipe down, we just going to keep having referendum after referendum until she gets h… https://t.co/UK2ilnVW6b","Airdrie, Scotland",United Kingdom,GB,[-3.965435 55.867206]
480,2020-01-14 16:38:12,"Paisley, Scotland","@BBCScotlandNews The BBC fails to raise this point. #indyref2 
SMITH COMMISION Report
Heads of Agreement Introducti… https://t.co/xuwAYTx0Rk","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
481,2020-01-14 16:38:29,"Paisley, Scotland","The BBC fails to raise this point. #indyref2 
SMITH COMMISION Report
Heads of Agreement Introduction:
Chapter 2 Par… https://t.co/Q8v7wW3tCw","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
482,2020-01-14 16:40:08,"Paisley, Scotland","@BorisJohnson Conveniently forgot this. #indyref2 #thesnp
SMITH COMMISION Report
Heads of Agreement Introduction:
C… https://t.co/9e7XPQIBDP","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
483,2020-01-14 16:42:13,"Paisley, Scotland","@bpolitics They conveniently forget. #indyref2 #thesnp 
SMITH COMMISION Report
Heads of Agreement Introduction:
Cha… https://t.co/8XxfV7afM1","Paisley, Scotland",United Kingdom,GB,[-4.424785 55.834731]
484,2020-01-14 16:47:13,"Los Angeles, CA",Oh yeah I'm sure that'll settle it then nothing quells talk of Scottish independence more than Westminster telling… https://t.co/vq9r2X0Jtx,"Los Angeles, CA",United States,US,[-118.411906   34.02079 ]
485,2020-01-14 16:47:39,"Scotland, United Kingdom","@davidschneider They listened to the people in 2014 in a 'once in a lifetime' vote.
Alas the people voted No....

#indyref2","Edinburgh, Scotland",United Kingdom,GB,[-3.203008 55.943196]
486,2020-01-14 16:53:24,,"The 2019 general election campaign in Scotland in full:
Conservatives (no IndyRef2): 6
SNP (IndyRef2020): 48
Result: no IndyRef","Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
487,2020-01-14 17:05:35,Glasgow,The uk gvt keep banging on about 'once in a lifetime vote' for Scottish independence! Yet the Torys have called how… https://t.co/wSYSnPA5j2,"Glasgow, Scotland",United Kingdom,GB,[-4.241751 55.858303]
488,2020-01-14 17:09:21,"Queensferry, Scotland",@NicolaSturgeon Get back in your box Nicola. A wise person would lap up the Barnet subsidy and work tirelessly to m… https://t.co/tDRoQi0SFo,"Queensferry, Scotland",United Kingdom,GB,[-3.399613 55.986951]
489,2020-01-14 17:10:34,London,"@georgeeaton Scotland is not a member of the EU, the Uk is...and the Uk voted to leave. Scotland will have an opotu… https://t.co/YTJEvmwBn8","Amman, Hashemite Kingdom of Jordan",Hashemite Kingdom of Jordan,JO,[36.464874 31.6727  ]
490,2020-01-14 17:11:35,"Kilwinning, Scotland",Yesss big bojo🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿 fuck sturgeon and fuck indyref2😂 it’s a democracy https://t.co/gZ77By7R3G,"Shandon, Scotland",United Kingdom,GB,[-4.790353 56.040477]
491,2020-01-14 17:20:00,"Kilmarnock, Scotland","I'd like to thank Mr Johnson for hastening support for Scottish independence and making us cool rebels again.
 
Get it right up ye.","Kilmarnock, Scotland",United Kingdom,GB,[-4.49678  55.611852]
492,2020-01-14 17:21:24,"Nijmegen, Nederland",@mrjamesob Like for instance Scottish independence?,"Nijmegen, Nederland",The Netherlands,NL,[ 5.832956 51.842648]
493,2020-01-14 17:22:41,"Queensferry, Scotland",@BorisJohnson just getting things done efficiently. #Brexit #Stormont sorted #Indyref2 kicked out of touch politely… https://t.co/d3TkI7h2vp,"Queensferry, Scotland",United Kingdom,GB,[-3.399613 55.986951]
494,2020-01-14 17:34:01,"London, England",@Scotthowell8 @AMCarwyn One argument used against Scottish independence in 2014 was that they‘d have to reapply to… https://t.co/POK6ZogtQG,"Hammersmith, London",United Kingdom,GB,[-0.216108 51.498387]
495,2020-01-14 17:34:45,Inverclyde,"Scottish independence: why we need a Plan B for indyref2
Via @ScotNational 
https://t.co/EPGT81JNP6","Greenock, Scotland",United Kingdom,GB,[-4.755876 55.939201]
